date,gold_price,dollar_index,gvz
2011-10-20,1620.8,76.97,32.08
2011-10-21,1642.38,76.39,28.89
2011-10-24,1653.48,76.09,26.98
2011-10-25,1705.53,76.24,29.92
2011-10-26,1724.82,76.25,30.79
2011-10-27,1744.85,74.97,27.58
2011-10-28,1743.75,75.09,25.84
2011-10-31,1714.85,76.48,27.45
2011-11-01,1719.9,77.32,29.7
2011-11-02,1738.6,77.08,30.16
2011-11-03,1763.82,76.72,30.12
2011-11-04,1754.65,76.91,28.37
2011-11-07,1795.1,76.94,30.24
2011-11-08,1786.3,76.63,29.21
2011-11-09,1769.95,77.91,29.85
2011-11-10,1758.4,77.63,28.81
2011-11-11,1788.68,76.91,27.85
2011-11-14,1780.43,77.46,27.85
2011-11-15,1780.82,77.9,26.75
2011-11-16,1763.38,78.28,26.94
2011-11-17,1721.78,78.32,28.86
2011-11-18,1723.95,78.04,27.59
2011-11-21,1677.32,78.33,30.07
2011-11-22,1699.82,78.27,27.56
2011-11-23,1692.27,79.06,27.81
2011-11-24,1694.32,79.04,27.81
2011-11-25,1683.53,79.61,20.46
2011-11-28,1712.35,79.19,26.61
2011-11-29,1715.72,79.08,25.74
2011-11-30,1746.38,78.34,25.32
2011-12-01,1744.82,78.29,24.55
2011-12-02,1746.75,78.62,23.51
2011-12-05,1723.0,78.58,24.97
2011-12-06,1728.2,78.54,24.52
2011-12-07,1741.8,78.41,24.15
2011-12-08,1708.38,78.83,25.18
2011-12-09,1711.6,78.59,23.13
2011-12-12,1666.57,79.53,23.66
2011-12-13,1631.57,80.27,24.1
2011-12-14,1574.05,80.53,28.63
2011-12-15,1570.52,80.29,27.28
2011-12-16,1598.95,80.15,24.8
2011-12-19,1594.27,80.37,23.42
2011-12-20,1615.9,79.86,21.33
2011-12-21,1615.23,79.99,21.22
2011-12-22,1605.55,79.95,20.23
2011-12-23,1606.35,79.99,19.67
2011-12-26,1606.95,79.91,19.67
2011-12-27,1593.22,79.8,20.81
2011-12-28,1555.43,80.5,24.33
2011-12-29,1545.97,80.36,23.12
2011-12-30,1563.7,80.22,23.24
2012-01-04,1611.6,80.08,22.08
2012-01-05,1622.72,80.91,22.34
2012-01-06,1617.95,81.27,21.3
2012-01-09,1611.57,80.98,21.47
2012-01-10,1632.35,80.87,21.51
2012-01-11,1641.97,81.29,22.34
2012-01-12,1650.25,80.84,21.6
2012-01-13,1639.0,81.45,21.2
2012-01-16,1643.8,81.44,21.2
2012-01-17,1652.05,81.12,21.6
2012-01-18,1659.95,80.48,21.14
2012-01-19,1658.35,80.05,20.34
2012-01-20,1666.65,80.14,19.58
2012-01-30,1730.07,79.08,21.23
2012-01-31,1737.6,79.28,20.93
2012-02-01,1743.4,78.91,21.54
2012-02-02,1759.48,78.99,21.93
2012-02-03,1726.25,78.94,21.05
2012-02-06,1720.35,79.03,21.2
2012-02-07,1745.48,78.52,20.45
2012-02-08,1733.2,78.61,20.69
2012-02-09,1729.4,78.59,20.03
2012-02-10,1722.0,79.02,19.73
2012-02-13,1722.27,79.01,19.07
2012-02-14,1720.18,79.38,19.24
2012-02-15,1728.15,79.64,19.28
2012-02-16,1728.07,79.37,19.21
2012-02-17,1723.38,79.42,18.61
2012-02-20,1734.95,78.99,18.61
2012-02-21,1759.13,79.1,19.94
2012-02-22,1776.22,79.2,19.84
2012-02-23,1780.68,78.65,19.76
2012-02-24,1772.45,78.39,19.01
2012-02-27,1767.68,78.58,19.1
2012-02-28,1784.23,78.23,20.12
2012-02-29,1696.85,78.8,22.9
2012-03-01,1718.28,78.8,19.53
2012-03-02,1712.6,79.43,18.96
2012-03-05,1706.5,79.35,19.4
2012-03-06,1674.32,79.83,20.23
2012-03-07,1684.98,79.68,19.18
2012-03-08,1699.77,79.13,19.26
2012-03-09,1713.65,79.97,19.41
2012-03-12,1701.32,79.9,19.21
2012-03-13,1674.1,80.13,20.47
2012-03-14,1644.88,80.54,20.6
2012-03-15,1658.43,80.25,18.24
2012-03-16,1660.0,79.78,18.99
2012-03-19,1664.52,79.47,17.83
2012-03-20,1650.77,79.62,18.42
2012-03-21,1650.43,79.61,18.04
2012-03-22,1645.9,79.68,18.51
2012-03-23,1661.9,79.32,18.3
2012-03-26,1690.07,78.92,19.22
2012-03-27,1680.77,79.15,18.62
2012-03-28,1663.68,79.17,18.18
2012-03-29,1661.57,79.11,17.43
2012-03-30,1668.35,78.95,17.01
2012-04-05,1631.23,80.06,18.02
2012-04-06,1636.43,79.84,18.02
2012-04-09,1640.2,79.77,19.21
2012-04-10,1659.93,79.86,19.94
2012-04-11,1659.13,79.75,20.02
2012-04-12,1675.77,79.34,18.64
2012-04-13,1658.15,79.88,18.44
2012-04-16,1651.88,79.54,18.8
2012-04-17,1649.57,79.55,18.03
2012-04-18,1642.1,79.58,17.54
2012-04-19,1642.93,79.57,17.33
2012-04-20,1642.93,79.14,16.72
2012-04-23,1638.82,79.36,17.11
2012-04-24,1642.27,79.2,17.64
2012-04-25,1643.63,79.05,17.45
2012-04-26,1657.43,79.14,16.94
2012-04-27,1662.75,78.71,16.61
2012-05-02,1653.5,79.16,16.55
2012-05-03,1635.98,79.21,17.45
2012-05-04,1642.22,79.51,16.32
2012-05-07,1638.55,79.56,16.38
2012-05-08,1605.47,79.87,17.93
2012-05-09,1589.57,80.13,19.32
2012-05-10,1594.02,80.22,18.25
2012-05-11,1579.4,80.26,18.46
2012-05-14,1556.72,80.68,20.05
2012-05-15,1544.21,81.23,20.75
2012-05-16,1539.57,81.42,22.2
2012-05-17,1574.27,81.55,22.59
2012-05-18,1592.99,81.09,23.29
2012-05-21,1593.07,80.97,20.69
2012-05-22,1568.5,81.65,20.04
2012-05-23,1561.45,82.02,21.79
2012-05-24,1559.25,82.28,21.93
2012-05-25,1573.03,82.4,21.11
2012-05-28,1580.94,82.21,21.11
2012-05-29,1555.15,82.48,21.72
2012-05-30,1563.38,83.07,23.46
2012-05-31,1560.43,83.08,23.11
2012-06-01,1624.1,82.89,25.3
2012-06-04,1618.85,82.56,25.36
2012-06-05,1617.05,82.79,23.99
2012-06-06,1619.3,82.18,23.14
2012-06-07,1589.4,82.26,22.92
2012-06-08,1593.45,82.51,22.03
2012-06-11,1596.77,82.67,22.19
2012-06-12,1609.8,82.42,22.9
2012-06-13,1617.05,82.19,23.96
2012-06-14,1623.73,81.85,24.1
2012-06-15,1627.1,81.59,22.94
2012-06-18,1628.07,81.95,20.64
2012-06-19,1618.52,81.39,20.51
2012-06-20,1607.48,81.42,19.88
2012-06-21,1566.28,82.3,21.07
2012-06-25,1584.48,82.44,20.46
2012-06-26,1572.93,82.39,20.47
2012-06-27,1574.2,82.55,19.96
2012-06-28,1552.63,82.72,20.56
2012-06-29,1597.4,81.58,19.53
2012-07-02,1597.1,81.87,19.34
2012-07-03,1617.35,81.79,25.23
2012-07-04,1615.63,82.17,25.23
2012-07-05,1604.68,82.82,18.94
2012-07-06,1583.75,83.28,19.46
2012-07-09,1587.68,83.13,19.04
2012-07-10,1567.28,83.38,20.28
2012-07-11,1576.4,83.48,19.22
2012-07-12,1571.95,83.63,19.31
2012-07-13,1589.68,83.29,18.52
2012-07-16,1589.38,83.13,18.03
2012-07-17,1583.4,83.03,17.7
2012-07-18,1573.52,82.98,17.35
2012-07-19,1581.43,82.91,16.83
2012-07-20,1584.5,83.49,16.88
2012-07-23,1576.95,83.77,18.34
2012-07-24,1580.95,84.02,19.6
2012-07-25,1604.45,83.59,19.64
2012-07-26,1615.77,82.85,19.37
2012-07-27,1622.9,82.64,19.11
2012-07-30,1621.97,82.81,19.43
2012-07-31,1614.3,82.68,19.51
2012-08-01,1599.48,83.1,19.01
2012-08-02,1588.63,83.31,18.05
2012-08-03,1603.48,82.32,16.65
2012-08-06,1610.5,82.27,16.35
2012-08-07,1612.2,82.28,16.48
2012-08-08,1612.13,82.34,16.25
2012-08-09,1617.25,82.6,16.19
2012-08-10,1620.2,82.56,16.16
2012-08-13,1609.75,82.43,15.13
2012-08-14,1599.05,82.54,14.96
2012-08-15,1603.1,82.67,14.87
2012-08-16,1615.1,82.39,15.17
2012-08-17,1616.05,82.55,14.7
2012-08-20,1620.5,82.47,14.78
2012-08-21,1637.8,81.89,16.29
2012-08-22,1654.65,81.49,17.15
2012-08-23,1670.6,81.37,17.94
2012-08-24,1670.55,81.62,16.88
2012-08-27,1664.1,81.68,16.9
2012-08-28,1666.9,81.34,16.54
2012-08-29,1656.5,81.54,16.5
2012-08-30,1655.6,81.69,17.14
2012-08-31,1692.01,81.25,17.89
2012-09-03,1692.5,81.21,17.89
2012-09-04,1695.75,81.34,17.97
2012-09-05,1693.0,81.23,18.18
2012-09-06,1700.28,81.11,17.8
2012-09-07,1735.65,80.17,18.95
2012-09-10,1726.25,80.41,19.08
2012-09-11,1732.2,79.89,19.59
2012-09-12,1730.8,79.69,20.15
2012-09-13,1767.04,79.26,19.03
2012-09-14,1770.4,78.84,17.87
2012-09-17,1761.45,78.95,18.08
2012-09-18,1772.0,79.19,17.89
2012-09-19,1770.4,79.11,17.69
2012-09-20,1768.6,79.43,17.29
2012-09-21,1773.1,79.37,17.09
2012-09-24,1764.45,79.53,16.94
2012-09-25,1760.65,79.65,16.74
2012-09-26,1752.75,79.82,16.31
2012-09-27,1777.25,79.55,17.02
2012-09-28,1772.1,79.88,16.76
2012-10-08,1774.95,79.6,16.13
2012-10-09,1764.3,79.97,15.72
2012-10-10,1762.35,80.11,15.53
2012-10-11,1767.35,79.78,15.31
2012-10-12,1754.48,79.7,15.72
2012-10-15,1737.55,79.74,15.47
2012-10-16,1747.6,79.19,15.12
2012-10-17,1750.15,79.06,14.64
2012-10-18,1741.3,79.36,14.73
2012-10-19,1721.75,79.63,15.1
2012-10-22,1728.5,79.55,14.88
2012-10-23,1707.65,79.91,15.8
2012-10-24,1701.95,79.94,15.7
2012-10-25,1712.1,80.1,15.36
2012-10-26,1711.3,80.01,14.92
2012-10-29,1709.35,80.24,14.92
2012-10-30,1709.6,79.93,14.92
2012-10-31,1720.65,79.95,14.99
2012-11-01,1714.25,80.04,14.49
2012-11-02,1678.1,80.56,16.2
2012-11-05,1685.0,80.71,17.48
2012-11-06,1716.0,80.6,18.0
2012-11-07,1717.75,80.76,16.69
2012-11-08,1731.45,80.8,17.02
2012-11-09,1731.18,81.03,16.07
2012-11-12,1728.2,81.06,15.66
2012-11-13,1725.0,81.1,14.54
2012-11-14,1726.35,81.13,14.94
2012-11-15,1715.8,81.03,14.26
2012-11-16,1713.75,81.2,13.28
2012-11-19,1731.7,80.85,13.61
2012-11-20,1727.3,80.89,13.52
2012-11-21,1728.7,80.92,13.22
2012-11-22,1729.55,80.69,13.22
2012-11-23,1753.0,80.2,15.48
2012-11-26,1748.65,80.18,13.18
2012-11-27,1742.15,80.36,13.68
2012-11-28,1719.75,80.3,13.7
2012-11-29,1725.7,80.18,12.67
2012-11-30,1714.8,80.23,13.24
2012-12-03,1716.0,79.9,13.4
2012-12-04,1697.55,79.66,13.95
2012-12-05,1693.95,79.84,14.0
2012-12-06,1699.9,80.23,14.07
2012-12-07,1704.05,80.41,13.87
2012-12-10,1712.95,80.32,14.2
2012-12-11,1710.3,80.05,14.16
2012-12-12,1711.65,79.86,13.34
2012-12-13,1696.95,79.92,13.01
2012-12-14,1696.1,79.57,12.6
2012-12-17,1698.15,79.57,11.97
2012-12-18,1671.1,79.33,13.69
2012-12-19,1667.25,79.35,13.73
2012-12-20,1647.7,79.24,14.53
2012-12-21,1657.25,79.58,13.82
2012-12-24,1657.48,79.66,13.21
2012-12-25,1657.48,79.67,13.21
2012-12-26,1659.75,79.6,13.56
2012-12-27,1664.26,79.65,14.83
2012-12-28,1655.85,79.68,15.3
2012-12-31,1675.35,79.76,14.38
2013-01-04,1655.65,80.5,13.78
2013-01-07,1646.95,80.22,14.51
2013-01-08,1659.25,80.34,14.08
2013-01-09,1657.75,80.54,14.16
2013-01-10,1675.45,79.75,13.27
2013-01-11,1662.8,79.55,13.79
2013-01-14,1667.85,79.49,13.78
2013-01-15,1679.45,79.73,13.76
2013-01-16,1679.95,79.79,14.49
2013-01-17,1687.55,79.67,14.9
2013-01-18,1684.3,80.05,13.8
2013-01-21,1690.05,80.04,13.8
2013-01-22,1692.7,79.85,12.71
2013-01-23,1685.85,79.91,12.46
2013-01-24,1667.95,79.97,13.03
2013-01-25,1658.7,79.75,14.08
2013-01-28,1655.5,79.79,14.39
2013-01-29,1663.8,79.53,13.59
2013-01-30,1677.05,79.26,13.21
2013-01-31,1663.65,79.24,13.76
2013-02-01,1667.45,79.21,13.32
2013-02-04,1673.7,79.57,13.78
2013-02-05,1672.95,79.52,13.03
2013-02-06,1677.7,79.76,13.57
2013-02-07,1671.65,80.22,13.59
2013-02-08,1667.2,80.23,13.14
2013-02-18,1610.05,80.65,15.9
2013-02-19,1605.05,80.47,15.75
2013-02-20,1564.55,81.04,18.59
2013-02-21,1576.4,81.37,16.9
2013-02-22,1581.4,81.46,16.26
2013-02-25,1593.5,81.8,17.48
2013-02-26,1613.85,81.84,15.61
2013-02-27,1597.4,81.54,15.57
2013-02-28,1579.58,81.96,15.79
2013-03-01,1576.23,82.27,15.75
2013-03-04,1573.77,82.18,16.03
2013-03-05,1575.5,82.03,15.47
2013-03-06,1583.9,82.57,15.05
2013-03-07,1578.97,82.08,14.84
2013-03-08,1578.8,82.74,13.54
2013-03-11,1581.55,82.57,12.96
2013-03-12,1592.8,82.6,12.07
2013-03-13,1587.7,82.9,12.24
2013-03-14,1590.2,82.58,12.59
2013-03-15,1591.95,82.14,12.43
2013-03-18,1605.63,82.62,13.3
2013-03-19,1612.75,83.03,14.52
2013-03-20,1606.83,82.83,13.33
2013-03-21,1614.88,82.85,13.37
2013-03-22,1608.58,82.37,12.89
2013-03-25,1605.08,82.93,12.99
2013-03-26,1600.04,82.89,12.48
2013-03-27,1605.25,83.21,12.33
2013-03-28,1596.82,83.0,12.41
2013-03-29,1598.75,82.99,12.41
2013-04-01,1599.52,82.73,13.13
2013-04-02,1575.9,82.89,13.73
2013-04-03,1557.95,82.76,15.21
2013-04-08,1573.64,82.71,14.22
2013-04-09,1585.34,82.39,13.54
2013-04-10,1558.54,82.49,15.15
2013-04-11,1561.45,82.25,15.29
2013-04-12,1483.0,82.1,21.32
2013-04-15,1347.95,82.3,34.48
2013-04-16,1367.89,81.83,30.02
2013-04-17,1376.5,82.65,26.93
2013-04-18,1390.59,82.56,24.57
2013-04-19,1390.59,82.75,24.37
2013-04-22,1426.45,82.65,23.28
2013-04-23,1413.0,83.0,23.68
2013-04-24,1431.95,82.95,21.49
2013-04-25,1467.88,82.78,22.35
2013-04-26,1462.09,82.49,24.21
2013-05-02,1467.08,82.23,22.06
2013-05-03,1470.75,82.08,20.37
2013-05-06,1469.4,82.33,20.37
2013-05-07,1452.73,82.28,22.07
2013-05-08,1474.07,81.9,20.64
2013-05-09,1458.25,82.68,21.62
2013-05-10,1448.2,83.1,23.95
2013-05-13,1430.58,83.2,25.04
2013-05-14,1425.4,83.62,25.06
2013-05-15,1393.03,83.79,28.01
2013-05-16,1386.0,83.74,27.18
2013-05-17,1359.55,84.21,28.34
2013-05-20,1393.8,83.82,26.66
2013-05-21,1376.37,83.84,27.18
2013-05-22,1370.4,84.29,27.61
2013-05-23,1391.1,83.75,26.08
2013-05-24,1386.65,83.65,24.9
2013-05-27,1394.78,83.64,24.9
2013-05-28,1381.23,84.26,24.86
2013-05-29,1393.1,83.62,22.76
2013-05-30,1414.15,83.0,21.43
2013-05-31,1387.92,83.27,22.63
2013-06-03,1411.4,82.67,21.68
2013-06-04,1399.43,82.75,22.32
2013-06-05,1403.4,82.56,22.65
2013-06-06,1413.91,81.62,22.33
2013-06-07,1383.05,81.69,23.58
2013-06-13,1386.02,80.7,22.69
2013-06-14,1390.74,80.61,20.91
2013-06-17,1385.35,80.65,21.27
2013-06-18,1367.65,80.67,22.7
2013-06-19,1351.26,81.31,22.53
2013-06-20,1285.05,81.77,29.94
2013-06-21,1296.4,82.41,27.19
2013-06-24,1282.38,82.44,27.69
2013-06-25,1277.65,82.61,25.86
2013-06-26,1226.65,82.95,31.43
2013-06-27,1200.65,82.96,33.51
2013-06-28,1234.57,83.18,31.84
2013-07-01,1252.55,83.02,28.84
2013-07-02,1243.49,83.53,28.19
2013-07-03,1252.83,83.21,27.25
2013-07-04,1249.9,83.77,27.25
2013-07-05,1223.2,84.44,27.15
2013-07-08,1237.07,84.22,26.79
2013-07-09,1251.44,84.6,25.68
2013-07-10,1259.78,83.25,26.24
2013-07-11,1286.2,82.74,23.85
2013-07-12,1285.7,82.93,24.07
2013-07-15,1284.57,83.08,23.53
2013-07-16,1292.22,82.5,23.2
2013-07-17,1276.11,82.65,23.61
2013-07-18,1284.24,82.78,22.52
2013-07-19,1296.1,82.61,21.19
2013-07-22,1335.88,82.23,21.76
2013-07-23,1345.2,82.01,21.66
2013-07-24,1322.25,82.27,22.61
2013-07-25,1333.9,81.79,21.77
2013-07-26,1333.3,81.65,22.22
2013-07-29,1328.02,81.71,22.77
2013-07-30,1326.3,81.84,23.72
2013-07-31,1325.25,81.67,24.99
2013-08-01,1310.11,82.36,24.61
2013-08-02,1311.75,81.92,24.24
2013-08-05,1303.07,81.84,23.49
2013-08-06,1283.17,81.62,23.82
2013-08-07,1287.65,81.27,23.49
2013-08-08,1313.4,81.02,21.71
2013-08-09,1314.4,81.12,21.5
2013-08-12,1338.3,81.45,21.58
2013-08-13,1321.67,81.77,21.37
2013-08-14,1336.15,81.71,21.21
2013-08-15,1366.31,81.14,22.45
2013-08-16,1376.87,81.29,22.97
2013-08-19,1365.98,81.27,24.25
2013-08-20,1371.17,80.94,23.82
2013-08-21,1366.76,81.32,23.28
2013-08-22,1376.17,81.49,22.69
2013-08-23,1397.75,81.36,22.63
2013-08-26,1404.7,81.39,23.67
2013-08-27,1415.09,81.14,23.9
2013-08-28,1417.51,81.43,25.89
2013-08-29,1407.75,81.97,24.36
2013-08-30,1395.15,82.04,24.44
2013-09-02,1391.32,82.24,24.44
2013-09-03,1412.42,82.39,25.2
2013-09-04,1391.63,82.18,24.61
2013-09-05,1367.5,82.64,25.64
2013-09-06,1391.9,82.15,23.59
2013-09-09,1387.03,81.83,22.04
2013-09-10,1363.85,81.83,22.58
2013-09-11,1365.47,81.51,22.63
2013-09-12,1321.67,81.51,25.09
2013-09-13,1326.39,81.52,24.88
2013-09-16,1312.98,81.27,25.12
2013-09-17,1310.64,81.14,25.35
2013-09-18,1364.02,80.23,23.2
2013-09-23,1322.74,80.46,22.7
2013-09-24,1323.35,80.59,22.84
2013-09-25,1334.48,80.34,21.97
2013-09-26,1324.09,80.54,21.79
2013-09-27,1336.65,80.27,22.57
2013-09-30,1328.94,80.23,23.72
2013-10-08,1319.32,80.01,25.44
2013-10-09,1305.8,80.37,25.81
2013-10-10,1287.6,80.48,25.36
2013-10-11,1272.18,80.42,25.83
2013-10-14,1272.39,80.34,26.45
2013-10-15,1282.38,80.44,26.07
2013-10-16,1282.48,80.46,24.72
2013-10-17,1320.34,79.66,22.31
2013-10-18,1316.25,79.61,21.43
2013-10-21,1316.0,79.7,21.52
2013-10-22,1340.15,79.26,20.75
2013-10-23,1333.42,79.28,20.52
2013-10-24,1346.78,79.19,20.67
2013-10-25,1350.8,79.21,19.9
2013-10-28,1352.65,79.33,20.32
2013-10-29,1345.05,79.62,20.65
2013-10-30,1344.57,79.7,20.81
2013-10-31,1323.1,80.23,20.57
2013-11-01,1316.2,80.72,20.68
2013-11-04,1314.35,80.57,20.3
2013-11-05,1311.81,80.7,20.19
2013-11-06,1317.93,80.51,19.43
2013-11-07,1307.65,80.83,20.01
2013-11-08,1288.6,81.22,19.37
2013-11-11,1282.8,81.09,19.15
2013-11-12,1268.0,81.15,21.2
2013-11-13,1281.82,80.78,20.46
2013-11-14,1287.2,80.99,19.44
2013-11-15,1290.2,80.81,18.03
2013-11-18,1275.4,80.73,19.52
2013-11-19,1275.65,80.66,19.45
2013-11-20,1244.25,81.0,23.04
2013-11-21,1243.08,80.98,21.3
2013-11-22,1243.63,80.66,20.33
2013-11-25,1251.3,80.91,20.02
2013-11-26,1242.79,80.62,19.68
2013-11-27,1237.97,80.7,19.75
2013-11-28,1244.13,80.55,19.75
2013-11-29,1253.49,80.62,19.33
2013-12-02,1219.75,80.9,21.43
2013-12-03,1223.42,80.64,21.09
2013-12-04,1243.78,80.61,20.82
2013-12-05,1225.17,80.29,21.78
2013-12-06,1229.05,80.26,20.5
2013-12-09,1240.41,80.13,20.65
2013-12-10,1262.18,79.98,19.63
2013-12-11,1252.25,79.88,20.02
2013-12-12,1225.52,80.18,22.24
2013-12-13,1238.8,80.19,21.87
2013-12-16,1241.3,80.09,21.91
2013-12-17,1231.05,80.05,21.79
2013-12-18,1218.5,80.51,21.39
2013-12-19,1188.68,80.6,22.07
2013-12-20,1203.3,80.55,21.01
2013-12-23,1198.82,80.43,20.76
2013-12-24,1204.23,80.52,20.08
2013-12-25,1204.23,80.53,20.08
2013-12-26,1210.6,80.5,19.84
2013-12-27,1213.35,80.33,19.1
2013-12-30,1196.5,80.04,20.75
2013-12-31,1205.65,80.2,21.65
2014-01-02,1224.4,80.57,20.42
2014-01-03,1237.01,80.87,19.19
2014-01-06,1238.07,80.68,19.5
2014-01-07,1232.1,80.85,19.12
2014-01-08,1225.94,81.07,19.43
2014-01-09,1227.95,80.94,18.46
2014-01-10,1248.45,80.63,17.27
2014-01-13,1253.22,80.53,16.67
2014-01-14,1245.19,80.64,16.5
2014-01-15,1241.86,80.99,16.43
2014-01-16,1242.39,80.91,15.39
2014-01-17,1254.05,81.19,14.34
2014-01-20,1254.66,81.11,14.34
2014-01-21,1241.41,81.08,15.97
2014-01-22,1237.08,81.2,15.62
2014-01-23,1264.14,80.44,16.01
2014-01-24,1270.07,80.47,17.54
2014-01-27,1257.1,80.48,18.38
2014-01-28,1256.88,80.57,18.71
2014-01-29,1267.24,80.53,17.45
2014-01-30,1243.92,81.05,17.97
2014-02-07,1267.27,80.67,16.59
2014-02-10,1274.78,80.65,17.08
2014-02-11,1291.46,80.63,16.81
2014-02-12,1291.18,80.69,16.23
2014-02-13,1302.9,80.3,16.13
2014-02-14,1318.69,80.15,16.26
2014-02-17,1331.5,80.13,16.26
2014-02-18,1321.97,80.01,16.28
2014-02-19,1311.6,80.19,16.48
2014-02-20,1322.94,80.28,16.07
2014-02-21,1324.28,80.27,15.73
2014-02-24,1336.98,80.22,15.94
2014-02-25,1340.64,80.14,15.86
2014-02-26,1330.57,80.41,16.46
2014-02-27,1331.33,80.28,15.75
2014-02-28,1326.44,79.78,16.07
2014-03-03,1350.58,80.07,17.05
2014-03-04,1334.34,80.13,16.75
2014-03-05,1336.9,80.09,16.58
2014-03-06,1350.85,79.67,16.31
2014-03-07,1339.98,79.71,15.82
2014-03-10,1339.72,79.74,15.83
2014-03-11,1348.97,79.79,16.14
2014-03-12,1366.54,79.62,16.67
2014-03-13,1370.06,79.58,17.3
2014-03-14,1381.4,79.41,18.32
2014-03-17,1365.85,79.4,17.87
2014-03-18,1355.81,79.37,17.37
2014-03-19,1330.85,80.05,17.59
2014-03-20,1330.23,80.19,16.91
2014-03-21,1333.3,80.13,16.43
2014-03-24,1308.57,79.94,17.53
2014-03-25,1311.41,80.03,17.16
2014-03-26,1304.07,80.02,17.32
2014-03-27,1290.74,80.15,17.6
2014-03-28,1293.7,80.19,17.48
2014-03-31,1284.72,80.11,17.37
2014-04-01,1279.03,80.08,16.65
2014-04-02,1290.51,80.23,16.19
2014-04-03,1286.73,80.46,16.01
2014-04-04,1302.7,80.44,15.81
2014-04-08,1308.27,79.78,15.99
2014-04-09,1312.09,79.52,14.83
2014-04-10,1317.68,79.41,15.06
2014-04-11,1318.1,79.49,15.19
2014-04-14,1326.23,79.76,15.34
2014-04-15,1302.55,79.79,16.1
2014-04-16,1302.13,79.82,15.44
2014-04-17,1294.35,79.85,15.96
2014-04-18,1294.6,79.88,15.96
2014-04-21,1290.12,79.95,16.22
2014-04-22,1283.85,79.9,16.19
2014-04-23,1283.51,79.87,15.61
2014-04-24,1293.83,79.79,15.86
2014-04-25,1303.5,79.76,16.07
2014-04-28,1295.69,79.71,15.56
2014-04-29,1295.79,79.81,15.31
2014-04-30,1291.52,79.53,15.52
2014-05-05,1309.46,79.51,15.51
2014-05-06,1307.37,79.15,15.02
2014-05-07,1289.57,79.23,15.4
2014-05-08,1289.91,79.45,14.87
2014-05-09,1289.2,79.87,14.76
2014-05-12,1295.23,79.89,14.04
2014-05-13,1294.04,80.12,13.61
2014-05-14,1305.26,80.06,13.76
2014-05-15,1296.0,80.03,14.57
2014-05-16,1292.5,80.06,14.04
2014-05-19,1292.64,80.03,14.23
2014-05-20,1293.84,80.05,14.07
2014-05-21,1292.27,80.08,14.36
2014-05-22,1293.55,80.22,13.98
2014-05-23,1292.3,80.38,14.52
2014-05-26,1292.34,80.29,14.52
2014-05-27,1262.3,80.37,16.21
2014-05-28,1258.27,80.56,15.8
2014-05-29,1255.63,80.49,15.01
2014-05-30,1250.5,80.39,15.34
2014-06-03,1244.7,80.54,15.05
2014-06-04,1245.35,80.66,14.79
2014-06-05,1253.05,80.35,14.15
2014-06-06,1252.6,80.43,13.22
2014-06-09,1251.81,80.63,12.77
2014-06-10,1258.14,80.81,12.37
2014-06-11,1260.74,80.77,12.36
2014-06-12,1273.5,80.59,12.91
2014-06-13,1276.63,80.61,12.52
2014-06-16,1271.34,80.44,12.41
2014-06-17,1271.55,80.61,12.53
2014-06-18,1277.87,80.4,12.11
2014-06-19,1319.62,80.33,14.48
2014-06-20,1314.1,80.34,12.79
2014-06-23,1317.35,80.27,12.93
2014-06-24,1318.07,80.32,12.96
2014-06-25,1318.05,80.21,12.92
2014-06-26,1316.69,80.21,12.76
2014-06-27,1315.2,80.02,12.64
2014-06-30,1326.43,79.79,14.01
2014-07-01,1326.2,79.82,13.74
2014-07-02,1327.2,79.95,13.89
2014-07-03,1320.02,80.21,12.99
2014-07-04,1319.3,80.28,12.99
2014-07-07,1319.72,80.21,12.99
2014-07-08,1319.14,80.18,12.83
2014-07-09,1325.72,80.09,13.05
2014-07-10,1335.46,80.12,12.91
2014-07-11,1338.4,80.19,13.27
2014-07-14,1308.01,80.17,14.23
2014-07-15,1294.63,80.38,14.73
2014-07-16,1298.74,80.54,14.67
2014-07-17,1318.53,80.51,15.52
2014-07-18,1310.2,80.54,14.35
2014-07-21,1311.9,80.56,14.69
2014-07-22,1307.95,80.78,14.62
2014-07-23,1304.31,80.8,14.07
2014-07-24,1293.85,80.87,14.33
2014-07-25,1307.8,81.05,14.68
2014-07-28,1303.95,81.0,14.55
2014-07-29,1298.95,81.21,15.05
2014-07-30,1295.88,81.42,14.85
2014-07-31,1282.73,81.46,15.46
2014-08-01,1293.8,81.31,14.37
2014-08-04,1288.59,81.32,14.17
2014-08-05,1288.54,81.54,14.76
2014-08-06,1305.62,81.42,14.51
2014-08-07,1312.63,81.53,14.82
2014-08-08,1309.3,81.4,14.85
2014-08-11,1307.98,81.46,14.49
2014-08-12,1308.41,81.51,14.35
2014-08-13,1312.25,81.61,13.53
2014-08-14,1316.32,81.6,12.55
2014-08-15,1304.4,81.43,13.33
2014-08-18,1297.9,81.58,13.46
2014-08-19,1295.79,81.89,13.43
2014-08-20,1290.96,82.25,13.51
2014-08-21,1277.11,82.16,13.84
2014-08-22,1280.7,82.33,13.46
2014-08-25,1275.76,82.58,13.55
2014-08-26,1280.82,82.67,13.24
2014-08-27,1282.32,82.46,12.72
2014-08-28,1289.7,82.49,12.9
2014-08-29,1287.01,82.72,12.85
2014-09-01,1287.05,82.78,12.85
2014-09-02,1265.62,82.97,14.05
2014-09-03,1269.01,82.86,13.44
