date,gold_price,dollar_index,gvz
2014-09-04,1261.2,83.84,14.01
2014-09-05,1268.3,83.76,13.27
2014-09-09,1255.15,84.14,15.36
2014-09-10,1249.2,84.23,15.89
2014-09-11,1240.07,84.24,16.42
2014-09-12,1228.1,84.16,17.86
2014-09-15,1232.57,84.24,16.5
2014-09-16,1234.25,84.08,16.58
2014-09-17,1222.37,84.75,17.14
2014-09-18,1225.27,84.27,15.5
2014-09-19,1216.0,84.79,16.9
2014-09-22,1214.68,84.71,16.44
2014-09-23,1222.42,84.7,16.65
2014-09-24,1216.85,85.07,17.21
2014-09-25,1221.3,85.2,17.99
2014-09-26,1218.8,85.64,17.84
2014-09-29,1214.85,85.62,17.17
2014-09-30,1208.35,85.91,18.83
2014-10-08,1220.68,85.3,17.5
2014-10-09,1223.65,85.54,17.86
2014-10-10,1223.2,85.81,18.11
2014-10-13,1236.22,85.21,17.69
2014-10-14,1232.5,85.81,17.98
2014-10-15,1239.92,84.92,20.04
2014-10-16,1238.68,84.95,19.68
2014-10-17,1238.1,85.2,18.08
2014-10-20,1246.71,85.03,17.27
2014-10-21,1248.97,85.4,17.01
2014-10-22,1242.14,85.77,16.58
2014-10-23,1232.97,85.88,16.91
2014-10-24,1230.9,85.72,16.24
2014-10-27,1225.68,85.59,16.49
2014-10-28,1228.14,85.41,16.3
2014-10-29,1211.73,85.99,16.75
2014-10-30,1199.6,86.12,18.08
2014-10-31,1172.59,86.92,21.54
2014-11-03,1165.2,87.39,21.1
2014-11-04,1168.38,87.05,20.1
2014-11-05,1140.26,87.41,23.38
2014-11-06,1141.57,88.09,23.18
2014-11-07,1177.6,87.59,21.38
2014-11-10,1150.97,87.81,22.23
2014-11-11,1163.85,87.59,21.43
2014-11-12,1162.6,87.8,21.29
2014-11-13,1162.4,87.75,20.98
2014-11-14,1188.4,87.55,23.36
2014-11-17,1186.5,87.95,23.37
2014-11-18,1196.45,87.58,23.97
2014-11-19,1182.06,87.62,24.26
2014-11-20,1193.53,87.68,21.5
2014-11-21,1201.15,88.29,21.23
2014-11-24,1197.7,88.1,20.64
2014-11-25,1200.6,87.91,20.67
2014-11-26,1198.1,87.67,21.24
2014-11-27,1191.4,87.95,21.24
2014-11-28,1167.23,88.24,25.17
2014-12-01,1211.75,88.01,22.33
2014-12-02,1197.67,88.64,21.29
2014-12-03,1209.39,88.95,20.62
2014-12-04,1205.03,88.65,20.29
2014-12-05,1192.1,89.35,20.02
2014-12-08,1203.15,89.11,19.62
2014-12-09,1230.63,88.73,20.04
2014-12-10,1226.0,88.21,19.27
2014-12-11,1227.5,88.46,19.11
2014-12-12,1222.3,88.33,19.66
2014-12-15,1192.7,88.48,20.95
2014-12-16,1196.9,87.91,22.08
2014-12-17,1189.0,88.22,20.9
2014-12-18,1198.65,89.21,19.28
2014-12-19,1195.5,89.59,18.68
2014-12-22,1176.75,89.72,20.26
2014-12-23,1176.35,90.08,19.76
2014-12-24,1173.6,89.91,19.37
2014-12-25,1173.6,89.81,19.37
2014-12-26,1195.05,90.03,18.92
2014-12-29,1183.2,90.19,20.15
2014-12-30,1200.4,89.97,19.48
2014-12-31,1183.8,90.27,20.08
2015-01-05,1204.21,91.42,21.26
2015-01-06,1218.9,91.61,20.78
2015-01-07,1210.56,91.9892,20.35
2015-01-08,1208.73,92.2916,19.2
2015-01-09,1223.13,91.9444,18.44
2015-01-12,1233.34,92.03,17.65
2015-01-13,1230.58,92.28,17.63
2015-01-14,1229.68,92.0981,18.52
2015-01-15,1261.75,92.0813,21.83
2015-01-16,1279.96,92.69,22.66
2015-01-19,1276.46,92.56,22.66
2015-01-20,1293.59,93.03,23.43
2015-01-21,1293.26,92.77,22.34
2015-01-22,1301.53,94.1813,21.25
2015-01-23,1294.29,95.011,20.62
2015-01-26,1281.04,94.952,20.04
2015-01-27,1292.24,94.0169,20.16
2015-01-28,1284.85,94.6236,19.31
2015-01-29,1257.2,94.7276,20.25
2015-01-30,1283.12,94.8737,19.65
2015-02-02,1275.01,94.59,20.33
2015-02-03,1259.84,93.63,20.3
2015-02-04,1269.91,94.42,20.36
2015-02-05,1264.51,93.54,20.06
2015-02-06,1233.38,94.69,20.59
2015-02-09,1239.48,94.5716,20.3
2015-02-10,1233.76,94.7304,19.71
2015-02-11,1218.85,94.8317,20.07
2015-02-12,1222.22,94.1922,19.31
2015-02-13,1229.64,94.1781,18.49
2015-02-16,1230.49,94.3524,18.49
2015-02-17,1209.23,94.0935,19.61
2015-02-25,1204.69,94.4,17.4
2015-02-26,1208.89,95.2796,16.65
2015-02-27,1213.06,95.25,15.91
2015-03-02,1206.79,95.47,16.38
2015-03-03,1203.79,95.41,16.76
2015-03-04,1199.8,95.9405,16.66
2015-03-05,1198.42,96.3528,16.9
2015-03-06,1166.95,97.7051,18.43
2015-03-09,1166.95,97.6496,17.58
2015-03-10,1161.42,98.7554,18.97
2015-03-11,1154.78,99.7229,20.01
2015-03-12,1152.37,99.2242,19.07
2015-03-13,1158.02,100.1485,18.9
2015-03-16,1154.19,99.6996,19.14
2015-03-17,1149.12,99.6036,20.83
2015-03-18,1167.0,97.8016,18.65
2015-03-19,1171.3,99.1017,17.25
2015-03-20,1182.2,97.8557,17.21
2015-03-23,1189.06,97.0081,17.26
2015-03-24,1192.6,97.2054,16.84
2015-03-25,1195.15,96.874,16.38
2015-03-26,1203.9,97.4193,16.02
2015-03-27,1198.8,97.358,15.83
2015-03-30,1185.1,97.976,16.64
2015-03-31,1183.3,98.4117,16.34
2015-04-01,1203.7,98.1771,16.04
2015-04-02,1201.5,97.5097,16.01
2015-04-03,1202.52,96.8164,16.01
2015-04-07,1208.25,97.9562,15.2
2015-04-08,1202.65,98.0676,14.79
2015-04-09,1194.3,98.9915,15.0
2015-04-10,1207.5,99.386,14.23
2015-04-13,1198.35,99.513,14.79
2015-04-14,1192.4,98.7565,15.18
2015-04-15,1201.6,98.3698,14.6
2015-04-16,1198.1,97.6466,14.54
2015-04-17,1204.1,97.4538,14.47
2015-04-20,1196.25,97.9102,15.39
2015-04-21,1202.39,97.9716,15.04
2015-04-22,1187.06,98.0628,15.79
2015-04-23,1193.89,97.3056,15.87
2015-04-24,1178.97,96.9079,16.39
2015-04-27,1201.62,96.7557,16.42
2015-04-28,1211.94,96.0838,16.19
2015-04-29,1204.72,95.1982,15.95
2015-04-30,1183.97,94.8313,16.76
2015-05-04,1187.97,95.4227,17.62
2015-05-05,1193.02,95.1201,17.15
2015-05-06,1191.29,94.147,17.53
2015-05-07,1184.4,94.6012,17.91
2015-05-08,1187.5,94.8102,15.84
2015-05-11,1183.55,95.0363,15.94
2015-05-12,1193.15,94.5413,15.63
2015-05-13,1214.69,93.6716,15.93
2015-05-14,1221.0,93.3873,16.21
2015-05-15,1223.7,93.2684,15.48
2015-05-18,1225.05,94.1663,15.81
2015-05-19,1207.55,95.3066,15.88
2015-05-20,1209.45,95.6257,15.25
2015-05-21,1206.25,95.4099,14.62
2015-05-22,1205.4,96.2011,14.19
2015-05-25,1206.86,96.3832,14.19
2015-05-26,1187.15,97.2944,15.22
2015-05-27,1187.9,97.2726,14.08
2015-05-28,1187.95,96.9465,14.51
2015-05-29,1190.0,96.86,13.99
2015-06-01,1188.95,97.46,14.88
2015-06-02,1192.95,95.93,14.86
2015-06-03,1184.95,95.35,15.15
2015-06-04,1176.45,95.59,16.01
2015-06-05,1171.5,96.37,15.12
2015-06-08,1173.45,95.24,15.14
2015-06-09,1176.05,95.18,14.83
2015-06-10,1185.35,94.66,14.37
2015-06-11,1181.95,95.14,14.3
2015-06-12,1180.8,94.97,13.99
2015-06-15,1185.55,94.7943,14.34
2015-06-16,1181.35,94.9454,14.36
2015-06-17,1185.25,94.2461,13.58
2015-06-18,1201.25,94.0267,13.53
2015-06-19,1200.0,94.1,13.26
2015-06-23,1177.65,95.4184,13.89
2015-06-24,1174.7,95.2772,13.83
2015-06-25,1172.95,95.2119,13.12
2015-06-26,1175.04,95.4284,13.22
2015-06-29,1179.85,94.9534,14.5
2015-06-30,1172.75,95.5016,15.34
2015-07-01,1168.6,96.2528,14.86
2015-07-02,1166.05,96.1261,14.42
2015-07-03,1168.28,95.9509,14.42
2015-07-06,1169.78,96.2564,14.25
2015-07-07,1154.65,96.7403,15.23
2015-07-08,1156.95,96.2079,15.78
2015-07-09,1159.35,96.4315,15.47
2015-07-10,1162.65,95.8468,14.42
2015-07-13,1157.45,96.7929,13.43
2015-07-14,1155.05,96.6523,13.25
2015-07-15,1148.85,97.1565,14.35
2015-07-16,1144.55,97.6552,14.05
2015-07-17,1134.32,97.9635,16.32
2015-07-20,1097.45,98.0731,19.73
2015-07-21,1100.85,97.3371,19.56
2015-07-22,1093.95,97.4347,19.59
2015-07-23,1090.15,97.2223,19.39
2015-07-24,1098.9,97.2414,19.27
2015-07-27,1094.0,96.5452,20.06
2015-07-28,1094.85,96.6519,18.4
2015-07-29,1096.55,97.1898,17.22
2015-07-30,1087.95,97.485,17.07
2015-07-31,1095.01,97.2276,16.79
2015-08-03,1086.25,97.4863,17.58
2015-08-04,1087.35,97.9392,17.24
2015-08-05,1084.65,97.9178,17.74
2015-08-06,1089.15,97.8139,17.25
2015-08-07,1093.64,97.6178,16.59
2015-08-10,1103.85,97.1855,16.41
2015-08-11,1108.6,97.198,16.53
2015-08-12,1124.75,96.3251,16.8
2015-08-13,1114.55,96.3754,15.84
2015-08-14,1114.54,96.6024,15.59
2015-08-17,1117.35,96.819,15.4
2015-08-18,1117.45,97.0017,15.84
2015-08-19,1133.85,96.4418,15.96
2015-08-20,1152.35,95.7787,16.87
2015-08-21,1160.23,94.8598,18.48
2015-08-24,1154.65,93.5158,21.26
2015-08-25,1140.35,94.0134,20.2
2015-08-26,1124.75,95.34,20.03
2015-08-27,1125.35,95.7701,18.74
2015-08-28,1133.07,95.7727,18.8
2015-08-31,1134.35,95.9885,19.34
2015-09-01,1139.75,95.32,19.65
2015-09-02,1133.35,95.911,18.65
2015-09-07,1118.68,96.1471,18.62
2015-09-08,1121.45,95.8817,18.31
2015-09-09,1106.33,95.8939,17.8
2015-09-10,1111.15,95.547,16.89
2015-09-11,1107.26,95.1718,17.38
2015-09-14,1107.92,95.258,17.63
2015-09-15,1104.95,95.6286,17.69
2015-09-16,1118.95,95.3398,18.05
2015-09-17,1130.45,94.5509,16.63
2015-09-18,1138.9,95.1593,16.46
2015-09-21,1132.95,95.9249,16.59
2015-09-22,1124.05,96.3323,17.35
2015-09-23,1129.95,96.1849,17.34
2015-09-24,1153.55,96.2721,19.26
2015-09-25,1145.87,96.2585,18.33
2015-09-28,1131.65,95.9687,18.28
2015-09-29,1126.75,95.9103,17.67
2015-09-30,1114.55,96.2692,17.47
2015-10-08,1138.45,95.2894,16.91
2015-10-09,1155.58,94.9041,16.92
2015-10-12,1163.15,94.8782,16.24
2015-10-13,1168.25,94.7781,17.14
2015-10-14,1184.05,93.9143,18.35
2015-10-15,1182.75,94.448,17.9
2015-10-16,1176.55,94.7346,16.59
2015-10-19,1170.35,94.9176,16.94
2015-10-20,1175.55,94.8602,16.79
2015-10-21,1166.65,95.0499,15.9
2015-10-22,1165.35,96.366,15.59
2015-10-23,1163.81,97.0584,15.59
2015-10-26,1162.95,96.8048,15.78
2015-10-27,1166.35,96.8792,15.3
2015-10-28,1155.55,97.6195,15.63
2015-10-29,1145.45,97.2199,15.77
2015-10-30,1141.59,96.8961,15.39
2015-11-02,1133.5,96.9097,15.28
2015-11-03,1117.54,97.1675,17.19
2015-11-04,1107.32,97.8856,18.02
2015-11-05,1103.68,97.9926,17.82
2015-11-06,1088.64,99.1658,17.36
2015-11-09,1092.03,99.0496,17.55
2015-11-10,1089.85,99.1696,17.36
2015-11-11,1085.94,98.9696,17.89
2015-11-12,1084.84,98.5095,18.47
2015-11-13,1083.51,99.1003,18.29
2015-11-16,1082.78,99.3841,18.5
2015-11-17,1070.22,99.6525,20.17
2015-11-18,1071.07,99.5715,19.4
2015-11-19,1082.18,98.9779,18.04
2015-11-20,1077.75,99.6025,17.26
2015-11-23,1069.13,99.7298,17.7
2015-11-24,1075.44,99.6308,16.72
2015-11-25,1071.32,99.7437,16.39
2015-11-26,1072.07,99.8394,16.39
2015-11-27,1058.0,100.0768,17.16
2015-11-30,1064.52,100.2351,16.91
2015-12-01,1069.27,99.7855,16.62
2015-12-02,1053.7,99.9883,17.36
2015-12-03,1062.2,97.8693,17.76
2015-12-04,1086.66,98.3092,15.96
2015-12-07,1070.37,98.7079,16.23
2015-12-08,1074.49,98.4238,16.12
2015-12-09,1072.98,97.343,17.39
2015-12-10,1071.35,97.9263,17.07
2015-12-11,1074.62,97.5761,18.16
2015-12-14,1062.73,97.6446,19.05
2015-12-15,1060.56,98.1777,18.09
2015-12-16,1072.71,98.3706,15.41
2015-12-17,1051.6,99.0758,16.06
2015-12-18,1066.06,98.7112,15.06
2015-12-21,1078.28,98.4536,15.32
2015-12-22,1072.34,98.1859,15.17
2015-12-23,1069.96,98.3578,14.94
2015-12-24,1075.8,97.939,15.02
2015-12-25,1075.8,97.8487,15.02
2015-12-28,1068.78,97.9719,16.06
2015-12-29,1068.71,98.2621,15.22
2015-12-30,1061.18,98.2344,15.25
2015-12-31,1061.08,98.7044,14.99
2016-01-04,1074.49,98.8466,16.07
2016-01-05,1077.65,99.3634,15.2
2016-01-06,1094.32,99.2229,16.3
2016-01-07,1108.95,98.2844,17.42
2016-01-08,1103.97,98.3897,17.62
2016-01-11,1094.06,98.8438,16.43
2016-01-12,1086.97,98.9391,16.61
2016-01-13,1093.16,98.9575,16.99
2016-01-14,1077.81,99.0721,16.16
2016-01-15,1088.91,98.9195,17.42
2016-01-18,1088.94,99.0998,17.42
2016-01-19,1086.98,99.1251,16.17
2016-01-20,1100.92,99.0828,16.56
2016-01-21,1101.4,99.0836,16.77
2016-01-22,1097.63,99.5279,15.91
2016-01-25,1107.74,99.2929,17.13
2016-01-26,1120.21,99.0243,17.26
2016-01-27,1125.21,98.9821,16.71
2016-01-28,1114.85,98.5974,15.41
2016-01-29,1118.01,99.5558,15.73
2016-02-01,1128.5,99.0258,16.81
2016-02-02,1128.78,98.8701,16.2
2016-02-03,1142.62,97.2096,17.84
2016-02-04,1155.6,96.5033,17.39
2016-02-05,1173.47,96.9734,19.58
2016-02-15,1208.88,96.7358,24.1
2016-02-16,1199.91,96.8637,24.84
2016-02-17,1208.65,96.8524,24.53
2016-02-18,1231.36,96.8293,26.37
2016-02-19,1227.65,96.6038,24.88
2016-02-22,1208.54,97.3696,23.31
2016-02-23,1226.97,97.4617,23.69
2016-02-24,1229.19,97.5089,24.24
2016-02-25,1234.39,97.4384,23.36
2016-02-26,1222.98,98.1378,21.67
2016-02-29,1237.97,98.2616,22.59
2016-03-01,1232.0,98.3451,21.97
2016-03-02,1240.06,98.1782,22.0
2016-03-03,1263.67,97.599,23.51
2016-03-04,1258.78,97.2084,22.31
2016-03-07,1267.31,97.116,22.08
2016-03-08,1260.91,97.1908,23.07
2016-03-09,1252.78,97.1776,22.31
2016-03-10,1271.2,96.1966,23.14
2016-03-11,1248.45,96.2259,21.9
2016-03-14,1234.35,96.581,21.14
2016-03-15,1231.85,96.6511,19.7
2016-03-16,1261.95,95.7504,20.03
2016-03-17,1257.45,94.8074,18.99
2016-03-18,1255.07,95.0613,18.15
2016-03-21,1243.15,95.4094,17.4
2016-03-22,1247.85,95.6661,17.62
2016-03-23,1219.75,96.0527,18.0
2016-03-24,1216.83,96.1199,18.09
2016-03-25,1216.72,96.2626,18.09
2016-03-28,1220.95,95.9617,17.53
2016-03-29,1241.35,95.177,19.52
2016-03-30,1224.69,94.8412,18.58
2016-03-31,1232.15,94.6281,18.45
2016-04-01,1221.84,94.5626,18.04
2016-04-05,1230.95,94.6133,18.16
2016-04-06,1222.35,94.3598,17.82
2016-04-07,1240.35,94.5356,19.32
2016-04-08,1239.32,94.2109,18.74
2016-04-11,1257.25,94.0088,19.58
2016-04-12,1254.55,94.044,19.09
2016-04-13,1242.05,94.8021,17.96
2016-04-14,1226.95,94.944,17.83
2016-04-15,1229.9,94.7018,17.41
2016-04-18,1232.2,94.4656,17.3
2016-04-19,1249.4,94.1132,17.42
2016-04-20,1242.6,94.537,16.69
2016-04-21,1247.0,94.6499,17.9
2016-04-22,1231.8,95.0753,17.21
2016-04-25,1237.6,94.757,17.66
2016-04-26,1243.3,94.5137,17.43
2016-04-27,1245.7,94.4046,16.43
2016-04-28,1265.85,93.7716,17.9
2016-04-29,1292.77,93.0482,20.23
2016-05-03,1286.3,93.074,18.7
2016-05-04,1279.6,93.2766,19.47
2016-05-05,1278.0,93.7589,18.46
2016-05-06,1288.03,93.851,18.65
2016-05-09,1263.45,94.1528,18.65
2016-05-10,1265.15,94.2693,18.04
2016-05-11,1276.85,93.842,18.35
2016-05-12,1262.85,94.1655,17.84
2016-05-13,1272.45,94.6182,18.29
2016-05-16,1272.7,94.5681,18.49
2016-05-17,1278.6,94.5705,18.17
2016-05-18,1256.7,95.196,18.2
2016-05-19,1253.6,95.3061,17.85
2016-05-20,1251.95,95.2969,17.0
2016-05-23,1248.88,95.244,16.8
2016-05-24,1226.55,95.632,16.66
2016-05-25,1224.15,95.3895,15.98
2016-05-26,1219.6,95.1449,15.29
2016-05-27,1214.22,95.7397,15.39
2016-05-30,1205.0,95.7093,15.39
2016-05-31,1214.95,95.8412,15.83
2016-06-01,1212.05,95.4214,15.92
2016-06-02,1210.55,95.5545,16.05
2016-06-03,1243.82,93.9222,17.45
2016-06-06,1244.95,94.0234,17.76
2016-06-07,1243.25,93.8621,17.29
2016-06-08,1262.25,93.5436,18.76
2016-06-13,1283.6,94.4217,21.11
2016-06-14,1285.5,94.9158,20.63
2016-06-15,1291.5,94.6106,20.68
2016-06-16,1277.0,94.6095,21.95
2016-06-17,1298.18,94.1537,22.52
2016-06-20,1289.9,93.6532,21.01
2016-06-21,1267.1,94.069,20.65
2016-06-22,1265.9,93.5461,22.25
2016-06-23,1256.0,93.0873,20.1
2016-06-24,1317.32,95.4392,22.2
2016-06-27,1324.8,96.3817,22.52
2016-06-28,1311.96,96.0549,20.18
2016-06-29,1317.0,95.6621,19.26
2016-06-30,1321.51,95.9526,18.5
2016-07-01,1343.4,95.6655,18.43
2016-07-04,1350.73,95.5253,18.43
2016-07-05,1355.2,96.2122,20.09
2016-07-06,1362.8,96.1037,21.18
2016-07-07,1360.1,96.258,20.55
2016-07-08,1365.85,96.2966,18.79
2016-07-11,1355.5,96.5512,18.93
2016-07-12,1332.4,96.5086,17.94
2016-07-13,1342.19,96.3202,17.61
2016-07-14,1334.1,96.123,17.15
2016-07-15,1337.29,96.6855,16.91
2016-07-18,1328.2,96.5465,16.96
2016-07-19,1331.5,97.0385,16.71
2016-07-20,1315.3,97.1415,17.21
2016-07-21,1330.7,96.9488,17.77
2016-07-22,1322.1,97.3526,17.61
2016-07-25,1315.2,97.2587,17.74
2016-07-26,1319.5,97.1654,17.45
2016-07-27,1341.0,96.7846,16.93
2016-07-28,1335.05,96.6868,16.31
2016-07-29,1350.57,95.5534,15.8
2016-08-01,1353.1,95.7776,16.28
2016-08-02,1363.5,95.0976,16.45
2016-08-03,1357.4,95.5488,16.18
2016-08-04,1361.4,95.778,16.06
2016-08-05,1336.53,96.2846,15.6
2016-08-08,1334.9,96.3728,15.49
2016-08-09,1340.7,96.1306,14.41
2016-08-10,1346.9,95.5912,14.89
2016-08-11,1338.5,95.9312,15.37
2016-08-12,1335.49,95.7057,15.01
2016-08-15,1338.85,95.6205,14.67
2016-08-16,1346.0,94.7949,16.13
2016-08-17,1348.3,94.7246,15.83
2016-08-18,1350.9,94.1869,14.97
2016-08-19,1339.77,94.4965,15.35
2016-08-22,1338.65,94.5381,15.82
2016-08-23,1337.3,94.5258,15.62
2016-08-24,1323.4,94.7748,16.89
2016-08-25,1321.8,94.7254,16.73
2016-08-26,1320.59,95.47,16.17
2016-08-29,1322.65,95.5805,15.95
2016-08-30,1310.7,96.0527,15.99
2016-08-31,1308.9,95.9868,16.01
2016-09-01,1314.7,95.6454,16.25
2016-09-02,1327.2,95.8821,14.58
2016-09-05,1326.83,95.7791,14.58
2016-09-06,1349.75,94.8647,15.6
2016-09-07,1344.25,94.963,15.0
2016-09-08,1337.4,95.01,14.97
2016-09-09,1328.0,95.3598,15.49
2016-09-12,1328.7,95.1432,15.2
2016-09-13,1318.05,95.5621,15.78
2016-09-14,1322.55,95.3221,15.32
2016-09-19,1312.6,95.8503,15.68
2016-09-20,1314.9,96.0086,15.69
2016-09-21,1336.2,95.5055,14.69
2016-09-22,1337.3,95.3801,13.73
2016-09-23,1337.1,95.5001,13.93
2016-09-26,1337.4,95.2986,14.98
2016-09-27,1326.1,95.4499,14.53
2016-09-28,1321.3,95.4275,13.98
2016-09-29,1320.0,95.5172,13.86
2016-09-30,1316.1,95.4426,13.88
2016-10-10,1259.6,96.9018,15.6
2016-10-11,1252.05,97.7289,15.63
2016-10-12,1254.75,98.0003,15.61
2016-10-13,1257.25,97.535,15.63
2016-10-14,1250.0,98.1056,15.14
2016-10-17,1254.9,97.8774,15.23
2016-10-18,1262.2,97.8764,14.73
2016-10-19,1269.0,97.8686,14.59
2016-10-20,1265.2,98.3289,14.68
2016-10-21,1265.71,98.6259,14.55
2016-10-24,1263.8,98.7556,14.95
2016-10-25,1273.3,98.7254,14.55
2016-10-26,1265.7,98.6148,14.48
2016-10-27,1267.8,98.916,15.0
2016-10-28,1275.4,98.3022,16.62
2016-10-31,1276.75,98.3517,18.13
2016-11-01,1287.5,97.735,19.02
2016-11-02,1297.0,97.3731,19.32
2016-11-03,1301.4,97.1597,19.98
2016-11-04,1303.7,96.9016,20.22
2016-11-07,1281.57,97.7372,18.53
2016-11-08,1275.93,97.873,17.93
2016-11-09,1277.3,98.6637,16.68
2016-11-10,1258.72,98.7808,18.52
2016-11-11,1227.23,98.9723,23.25
2016-11-14,1220.24,100.0214,20.5
2016-11-15,1228.06,100.1967,16.42
2016-11-16,1224.58,100.3785,15.77
2016-11-17,1215.88,100.9524,17.5
2016-11-18,1207.97,101.342,17.03
2016-11-21,1213.66,100.8917,15.86
2016-11-22,1211.8,101.0194,15.43
2016-11-23,1188.06,101.6664,18.53
2016-11-24,1183.8599,101.7389,18.53
2016-11-25,1183.8,101.4994,18.47
2016-11-28,1193.3,101.1817,17.39
2016-11-29,1188.15,100.9546,17.28
2016-11-30,1173.2,101.5732,19.18
2016-12-01,1171.45,100.9476,19.39
2016-12-02,1176.7,100.6946,18.44
2016-12-05,1169.97,100.1328,17.56
2016-12-06,1169.5,100.4803,17.06
2016-12-07,1173.92,100.2326,16.87
2016-12-08,1170.6,101.099,16.48
2016-12-09,1159.76,101.5704,18.66
2016-12-12,1162.07,100.9709,16.97
2016-12-13,1157.9,101.0507,16.17
2016-12-14,1143.0,102.041,18.21
2016-12-15,1128.0,103.1514,17.89
2016-12-16,1134.9,102.8025,17.55
2016-12-19,1138.28,103.1349,16.05
2016-12-20,1132.2,103.3035,16.69
2016-12-21,1131.1099,103.0385,15.82
2016-12-22,1128.3,103.0759,15.28
2016-12-23,1133.6199,102.9873,16.36
2016-12-26,1134.0,102.9391,16.36
2016-12-27,1138.6,103.0346,16.68
2016-12-28,1141.47,103.2914,16.04
2016-12-29,1157.56,102.624,15.68
2016-12-30,1151.1,102.3837,16.23
2017-01-03,1158.5,103.2815,16.26
2017-01-04,1163.1,102.5107,15.16
2017-01-05,1180.0,101.4003,14.98
2017-01-06,1172.08,102.1866,14.55
2017-01-09,1180.8,101.9569,14.38
2017-01-10,1186.9,102.0389,14.32
2017-01-11,1191.3,101.73,14.96
2017-01-12,1195.39,101.4542,14.6
2017-01-13,1197.02,101.1871,14.63
2017-01-16,1202.0,101.6064,14.63
2017-01-17,1216.75,100.2688,15.67
2017-01-18,1203.97,101.3372,15.25
2017-01-19,1204.63,101.13,15.11
2017-01-20,1209.41,100.7929,14.38
2017-01-23,1217.7,100.2768,15.15
2017-01-24,1208.7,99.934,14.65
2017-01-25,1199.9,99.934,14.47
2017-01-26,1188.4,100.5069,14.74
2017-02-03,1219.4,99.7261,15.04
2017-02-06,1235.0,99.878,15.74
2017-02-07,1233.0,100.4001,15.26
2017-02-08,1241.3,100.1742,15.2
2017-02-09,1228.4,100.6636,14.88
2017-02-10,1233.53,100.7145,14.88
2017-02-13,1225.2,101.0038,14.61
2017-02-14,1228.23,101.2211,14.21
2017-02-15,1233.3,101.0881,13.71
2017-02-16,1239.19,100.4815,13.75
2017-02-17,1234.24,100.8875,13.27
2017-02-20,1237.9,100.9062,13.27
2017-02-21,1235.62,101.4555,13.72
2017-02-22,1237.0,101.3301,13.26
2017-02-23,1249.2,100.9732,13.68
2017-02-24,1256.7,101.1199,13.54
2017-02-27,1252.5,101.1551,14.44
2017-02-28,1248.14,101.3437,14.3
2017-03-01,1249.3,101.7407,14.41
2017-03-02,1234.09,102.1495,13.89
2017-03-03,1234.4,101.3417,13.66
2017-03-06,1225.21,101.6753,13.24
2017-03-07,1215.4,101.8206,13.22
2017-03-08,1207.93,102.1101,13.58
2017-03-09,1200.8,101.9874,13.62
2017-03-10,1204.14,101.3831,13.03
2017-03-13,1203.4,101.379,11.27
2017-03-14,1198.5,101.7612,11.57
2017-03-15,1219.5,100.5385,11.23
2017-03-16,1225.6,100.2705,11.12
2017-03-17,1228.6,100.3413,10.8
2017-03-20,1233.7,100.3544,11.35
2017-03-21,1244.4,99.7274,12.13
2017-03-22,1248.2,99.6992,12.28
2017-03-23,1244.4,99.7485,12.58
2017-03-24,1243.13,99.7709,12.06
2017-03-27,1254.4,99.2249,12.51
2017-03-28,1251.15,99.701,12.35
2017-03-29,1253.21,99.9462,11.65
2017-03-30,1242.85,100.5813,12.09
2017-03-31,1248.78,100.5451,12.41
2017-04-05,1254.8,100.5789,13.23
2017-04-06,1251.4,100.7086,12.85
2017-04-07,1253.5,101.1647,13.45
2017-04-10,1254.33,101.0184,13.75
2017-04-11,1274.8,100.7202,15.2
2017-04-12,1286.0,100.165,16.08
2017-04-13,1286.86,100.5836,16.2
2017-04-14,1287.16,100.5123,16.2
2017-04-17,1284.45,100.3134,16.2
2017-04-18,1288.9,99.513,15.67
2017-04-19,1279.6,99.8171,14.5
2017-04-20,1281.1,99.8058,14.54
2017-04-21,1284.03,99.7403,15.31
2017-04-24,1275.8,99.0265,12.29
2017-04-25,1263.3,98.8372,12.45
2017-04-26,1269.0,98.978,12.02
2017-04-27,1263.4,99.1631,11.53
2017-04-28,1267.91,99.0368,11.6
2017-05-02,1256.3,98.9325,12.38
2017-05-03,1236.9,99.0878,12.54
2017-05-04,1226.9,98.7511,12.41
2017-05-05,1228.9,98.584,12.01
2017-05-08,1225.4,99.151,11.95
2017-05-09,1220.8,99.5734,12.1
2017-05-10,1218.1,99.6212,11.2
2017-05-11,1224.2,99.6579,11.24
2017-05-12,1227.93,99.1858,11.13
2017-05-15,1230.0,98.9346,11.28
2017-05-16,1236.9,98.2139,11.19
2017-05-17,1260.6,97.4353,13.03
2017-05-18,1245.9,97.8725,12.95
2017-05-19,1255.0,97.1115,12.04
2017-05-22,1259.6,96.9833,12.32
2017-05-23,1250.0,97.3714,11.89
2017-05-24,1257.9,97.0466,11.75
2017-05-25,1255.0,97.2128,11.2
2017-05-26,1266.85,97.4092,11.59
2017-05-31,1268.55,96.9672,11.82
2017-06-01,1265.0,97.2179,11.81
2017-06-02,1278.77,96.6578,12.09
2017-06-05,1278.8,96.8166,12.44
2017-06-06,1293.65,96.5493,13.23
2017-06-07,1286.3,96.7215,13.16
2017-06-08,1279.6,96.97,12.62
2017-06-09,1265.9,97.277,12.5
2017-06-12,1264.9,97.1883,12.41
2017-06-13,1265.9,96.9989,12.16
